"su_id","site","kin_links","kins","nonkin_degree","total_nonkin","connection_network_degree","total","N","su_size","su_wealth","su_wpc","kin_pc","kin_links_pc","prob_kin","prob_nonkin","prop_kin","prop_kin_pc","prop_connected_kin","prop_connected_kin_pc","ratio","network","kinship",".after"
"smsu096","SM",0,2,8,97,8,99,100,4,2301,575.25,0.5,0,0,0.0824742268041237,0.0202020202020202,0.00505050505050505,0,0,0,"loan_giv","primary_kin","SM"
"smsu097","SM",0,3,0,96,0,99,100,6,3253,542.166666666667,0.5,0,0,0,0.0303030303030303,0.00505050505050505,NA,NA,NA,"loan_giv","primary_kin","SM"
"smsu098","SM",0,2,2,97,2,99,100,5,3177.2,635.44,0.4,0,0,0.0206185567010309,0.0202020202020202,0.00404040404040404,0,0,0,"loan_giv","primary_kin","SM"
"smsu099","SM",0,2,3,97,3,99,100,6,621,103.5,0.333333333333333,0,0,0.0309278350515464,0.0202020202020202,0.00336700336700337,0,0,0,"loan_giv","primary_kin","SM"
"smsu100","SM",1,1,4,98,5,99,100,5,673.6,134.72,0.2,0.2,1,0.0408163265306122,0.0101010101010101,0.00202020202020202,0.2,0.04,24.5,"loan_giv","primary_kin","SM"
"egsu001","EG",1,4,7,55,8,59,60,6,4266.6,711.1,0.666666666666667,0.166666666666667,0.25,0.127272727272727,0.0677966101694915,0.0112994350282486,0.125,0.0208333333333333,1.96428571428571,"exchange_req","primary_kin","EG"
"egsu002","EG",1,4,2,55,3,59,60,4,2144,536,1,0.25,0.25,0.0363636363636364,0.0677966101694915,0.0169491525423729,0.333333333333333,0.0833333333333333,6.875,"exchange_req","primary_kin","EG"
"egsu003","EG",0,2,2,57,2,59,60,7,4821.6,688.8,0.285714285714286,0,0,0.0350877192982456,0.0338983050847458,0.00484261501210654,0,0,0,"exchange_req","primary_kin","EG"
"egsu004","EG",1,5,6,54,7,59,60,7,494,70.5714285714286,0.714285714285714,0.142857142857143,0.2,0.111111111111111,0.0847457627118644,0.0121065375302663,0.142857142857143,0.0204081632653061,1.8,"exchange_req","primary_kin","EG"
"egsu005","EG",0,3,6,56,6,59,60,5,1068,213.6,0.6,0,0,0.107142857142857,0.0508474576271186,0.0101694915254237,0,0,0,"exchange_req","primary_kin","EG"
"egsu006","EG",0,1,8,58,8,59,60,5,2355,471,0.2,0,0,0.137931034482759,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu007","EG",0,2,6,57,6,59,60,7,3493,499,0.285714285714286,0,0,0.105263157894737,0.0338983050847458,0.00484261501210654,0,0,0,"exchange_req","primary_kin","EG"
"egsu008","EG",1,4,5,55,6,59,60,5,4806,961.2,0.8,0.2,0.25,0.0909090909090909,0.0677966101694915,0.0135593220338983,0.166666666666667,0.0333333333333333,2.75,"exchange_req","primary_kin","EG"
"egsu009","EG",0,1,2,58,2,59,60,4,1642.6,410.65,0.25,0,0,0.0344827586206897,0.0169491525423729,0.00423728813559322,0,0,0,"exchange_req","primary_kin","EG"
"egsu010","EG",1,4,6,55,7,59,60,5,2292.6,458.52,0.8,0.2,0.25,0.109090909090909,0.0677966101694915,0.0135593220338983,0.142857142857143,0.0285714285714286,2.29166666666667,"exchange_req","primary_kin","EG"
"egsu011","EG",0,1,9,58,9,59,60,3,3093.6,1031.2,0.333333333333333,0,0,0.155172413793103,0.0169491525423729,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu012","EG",0,3,7,56,7,59,60,3,780,260,1,0,0,0.125,0.0508474576271186,0.0169491525423729,0,0,0,"exchange_req","primary_kin","EG"
"egsu013","EG",1,1,7,58,8,59,60,5,3031,606.2,0.2,0.2,1,0.120689655172414,0.0169491525423729,0.00338983050847458,0.125,0.025,8.28571428571428,"exchange_req","primary_kin","EG"
"egsu014","EG",0,2,6,57,6,59,60,5,934,186.8,0.4,0,0,0.105263157894737,0.0338983050847458,0.00677966101694915,0,0,0,"exchange_req","primary_kin","EG"
"egsu015","EG",0,1,3,58,3,59,60,5,4019.6,803.92,0.2,0,0,0.0517241379310345,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu016","EG",0,3,2,56,2,59,60,7,1592.6,227.514285714286,0.428571428571429,0,0,0.0357142857142857,0.0508474576271186,0.00726392251815981,0,0,0,"exchange_req","primary_kin","EG"
"egsu017","EG",0,2,10,57,10,59,60,5,3001,600.2,0.4,0,0,0.175438596491228,0.0338983050847458,0.00677966101694915,0,0,0,"exchange_req","primary_kin","EG"
"egsu018","EG",1,6,3,53,4,59,60,7,2192,313.142857142857,0.857142857142857,0.142857142857143,0.166666666666667,0.0566037735849057,0.101694915254237,0.0145278450363196,0.25,0.0357142857142857,2.94444444444444,"exchange_req","primary_kin","EG"
"egsu019","EG",0,3,4,56,4,59,60,3,4701,1567,1,0,0,0.0714285714285714,0.0508474576271186,0.0169491525423729,0,0,0,"exchange_req","primary_kin","EG"
"egsu020","EG",0,1,6,58,6,59,60,5,1875.6,375.12,0.2,0,0,0.103448275862069,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu021","EG",0,2,5,57,5,59,60,6,3349,558.166666666667,0.333333333333333,0,0,0.087719298245614,0.0338983050847458,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu022","EG",0,3,11,56,11,59,60,4,827,206.75,0.75,0,0,0.196428571428571,0.0508474576271186,0.0127118644067797,0,0,0,"exchange_req","primary_kin","EG"
"egsu023","EG",0,4,4,55,4,59,60,3,1603.6,534.533333333333,1.33333333333333,0,0,0.0727272727272727,0.0677966101694915,0.0225988700564972,0,0,0,"exchange_req","primary_kin","EG"
"egsu024","EG",0,2,5,57,5,59,60,3,6942,2314,0.666666666666667,0,0,0.087719298245614,0.0338983050847458,0.0112994350282486,0,0,0,"exchange_req","primary_kin","EG"
"egsu025","EG",0,3,6,56,6,59,60,3,4155,1385,1,0,0,0.107142857142857,0.0508474576271186,0.0169491525423729,0,0,0,"exchange_req","primary_kin","EG"
"egsu026","EG",0,1,2,58,2,59,60,5,2793,558.6,0.2,0,0,0.0344827586206897,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu027","EG",0,1,5,58,5,59,60,4,1723,430.75,0.25,0,0,0.0862068965517241,0.0169491525423729,0.00423728813559322,0,0,0,"exchange_req","primary_kin","EG"
"egsu028","EG",0,1,8,58,8,59,60,6,264.2,44.0333333333333,0.166666666666667,0,0,0.137931034482759,0.0169491525423729,0.00282485875706215,0,0,0,"exchange_req","primary_kin","EG"
"egsu029","EG",0,1,7,58,7,59,60,7,609.2,87.0285714285714,0.142857142857143,0,0,0.120689655172414,0.0169491525423729,0.00242130750605327,0,0,0,"exchange_req","primary_kin","EG"
"egsu030","EG",0,1,4,58,4,59,60,3,2977,992.333333333333,0.333333333333333,0,0,0.0689655172413793,0.0169491525423729,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu031","EG",0,3,8,56,8,59,60,5,2813.2,562.64,0.6,0,0,0.142857142857143,0.0508474576271186,0.0101694915254237,0,0,0,"exchange_req","primary_kin","EG"
"egsu032","EG",0,3,2,56,2,59,60,6,3550,591.666666666667,0.5,0,0,0.0357142857142857,0.0508474576271186,0.00847457627118644,0,0,0,"exchange_req","primary_kin","EG"
"egsu033","EG",0,1,11,58,11,59,60,5,2542.6,508.52,0.2,0,0,0.189655172413793,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu034","EG",0,4,5,55,5,59,60,3,1328.8,442.933333333333,1.33333333333333,0,0,0.0909090909090909,0.0677966101694915,0.0225988700564972,0,0,0,"exchange_req","primary_kin","EG"
"egsu035","EG",0,1,4,58,4,59,60,5,4859,971.8,0.2,0,0,0.0689655172413793,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu036","EG",0,1,1,58,1,59,60,3,2867.6,955.866666666667,0.333333333333333,0,0,0.0172413793103448,0.0169491525423729,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu037","EG",0,3,3,56,3,59,60,3,3852.8,1284.26666666667,1,0,0,0.0535714285714286,0.0508474576271186,0.0169491525423729,0,0,0,"exchange_req","primary_kin","EG"
"egsu038","EG",1,1,7,58,8,59,60,7,1392.6,198.942857142857,0.142857142857143,0.142857142857143,1,0.120689655172414,0.0169491525423729,0.00242130750605327,0.125,0.0178571428571429,8.28571428571428,"exchange_req","primary_kin","EG"
"egsu039","EG",1,4,5,55,6,59,60,3,2142,714,1.33333333333333,0.333333333333333,0.25,0.0909090909090909,0.0677966101694915,0.0225988700564972,0.166666666666667,0.0555555555555556,2.75,"exchange_req","primary_kin","EG"
"egsu040","EG",1,3,5,56,6,59,60,6,1878.8,313.133333333333,0.5,0.166666666666667,0.333333333333333,0.0892857142857143,0.0508474576271186,0.00847457627118644,0.166666666666667,0.0277777777777778,3.73333333333333,"exchange_req","primary_kin","EG"
"egsu041","EG",0,0,4,59,4,59,60,3,2127.6,709.2,0,0,NA,0.0677966101694915,0,0,0,0,NA,"exchange_req","primary_kin","EG"
"egsu042","EG",0,3,3,56,3,59,60,6,634.6,105.766666666667,0.5,0,0,0.0535714285714286,0.0508474576271186,0.00847457627118644,0,0,0,"exchange_req","primary_kin","EG"
"egsu043","EG",2,7,5,52,7,59,60,4,1585.2,396.3,1.75,0.5,0.285714285714286,0.0961538461538462,0.11864406779661,0.0296610169491525,0.285714285714286,0.0714285714285714,2.97142857142857,"exchange_req","primary_kin","EG"
"egsu044","EG",0,2,5,57,5,59,60,4,2238.8,559.7,0.5,0,0,0.087719298245614,0.0338983050847458,0.00847457627118644,0,0,0,"exchange_req","primary_kin","EG"
"egsu045","EG",1,3,11,56,12,59,60,5,2421,484.2,0.6,0.2,0.333333333333333,0.196428571428571,0.0508474576271186,0.0101694915254237,0.0833333333333333,0.0166666666666667,1.6969696969697,"exchange_req","primary_kin","EG"
"egsu046","EG",0,1,1,58,1,59,60,3,1830,610,0.333333333333333,0,0,0.0172413793103448,0.0169491525423729,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu047","EG",2,5,5,54,7,59,60,3,2739.6,913.2,1.66666666666667,0.666666666666667,0.4,0.0925925925925926,0.0847457627118644,0.0282485875706215,0.285714285714286,0.0952380952380952,4.32,"exchange_req","primary_kin","EG"
"egsu048","EG",0,3,7,56,7,59,60,4,4753.2,1188.3,0.75,0,0,0.125,0.0508474576271186,0.0127118644067797,0,0,0,"exchange_req","primary_kin","EG"
"egsu049","EG",0,2,9,57,9,59,60,6,538.6,89.7666666666667,0.333333333333333,0,0,0.157894736842105,0.0338983050847458,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu050","EG",0,1,2,58,2,59,60,5,3703,740.6,0.2,0,0,0.0344827586206897,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu051","EG",1,4,7,55,8,59,60,7,1771.6,253.085714285714,0.571428571428571,0.142857142857143,0.25,0.127272727272727,0.0677966101694915,0.00968523002421307,0.125,0.0178571428571429,1.96428571428571,"exchange_req","primary_kin","EG"
"egsu052","EG",0,3,7,56,7,59,60,7,801.6,114.514285714286,0.428571428571429,0,0,0.125,0.0508474576271186,0.00726392251815981,0,0,0,"exchange_req","primary_kin","EG"
"egsu053","EG",0,2,1,57,1,59,60,6,3997.2,666.2,0.333333333333333,0,0,0.0175438596491228,0.0338983050847458,0.00564971751412429,0,0,0,"exchange_req","primary_kin","EG"
"egsu054","EG",0,1,7,58,7,59,60,7,3863,551.857142857143,0.142857142857143,0,0,0.120689655172414,0.0169491525423729,0.00242130750605327,0,0,0,"exchange_req","primary_kin","EG"
"egsu055","EG",0,2,10,57,10,59,60,5,2177.6,435.52,0.4,0,0,0.175438596491228,0.0338983050847458,0.00677966101694915,0,0,0,"exchange_req","primary_kin","EG"
"egsu056","EG",0,4,8,55,8,59,60,5,5283,1056.6,0.8,0,0,0.145454545454545,0.0677966101694915,0.0135593220338983,0,0,0,"exchange_req","primary_kin","EG"
"egsu057","EG",0,2,4,57,4,59,60,3,2256.6,752.2,0.666666666666667,0,0,0.0701754385964912,0.0338983050847458,0.0112994350282486,0,0,0,"exchange_req","primary_kin","EG"
"egsu058","EG",1,1,15,58,16,59,60,7,4654.6,664.942857142857,0.142857142857143,0.142857142857143,1,0.258620689655172,0.0169491525423729,0.00242130750605327,0.0625,0.00892857142857143,3.86666666666667,"exchange_req","primary_kin","EG"
"egsu059","EG",0,1,8,58,8,59,60,5,3104.2,620.84,0.2,0,0,0.137931034482759,0.0169491525423729,0.00338983050847458,0,0,0,"exchange_req","primary_kin","EG"
"egsu060","EG",0,3,3,56,3,59,60,5,2399.8,479.96,0.6,0,0,0.0535714285714286,0.0508474576271186,0.0101694915254237,0,0,0,"exchange_req","primary_kin","EG"
"exsu001","EX",0,5,3,64,3,69,70,7,3039.6,434.228571428571,0.714285714285714,0,0,0.046875,0.072463768115942,0.010351966873706,0,0,0,"exchange_req","primary_kin","EX"
"exsu002","EX",0,5,2,64,2,69,70,3,2089,696.333333333333,1.66666666666667,0,0,0.03125,0.072463768115942,0.0241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu003","EX",0,3,7,66,7,69,70,5,990,198,0.6,0,0,0.106060606060606,0.0434782608695652,0.00869565217391304,0,0,0,"exchange_req","primary_kin","EX"
"exsu004","EX",0,4,7,65,7,69,70,3,5493.6,1831.2,1.33333333333333,0,0,0.107692307692308,0.0579710144927536,0.0193236714975845,0,0,0,"exchange_req","primary_kin","EX"
"exsu005","EX",0,1,5,68,5,69,70,3,3065.2,1021.73333333333,0.333333333333333,0,0,0.0735294117647059,0.0144927536231884,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu006","EX",2,3,7,66,9,69,70,7,6047.6,863.942857142857,0.428571428571429,0.285714285714286,0.666666666666667,0.106060606060606,0.0434782608695652,0.0062111801242236,0.222222222222222,0.0317460317460317,6.28571428571429,"exchange_req","primary_kin","EX"
"exsu007","EX",1,3,12,66,13,69,70,7,1989,284.142857142857,0.428571428571429,0.142857142857143,0.333333333333333,0.181818181818182,0.0434782608695652,0.0062111801242236,0.0769230769230769,0.010989010989011,1.83333333333333,"exchange_req","primary_kin","EX"
"exsu008","EX",0,2,4,67,4,69,70,5,3437,687.4,0.4,0,0,0.0597014925373134,0.0289855072463768,0.00579710144927536,0,0,0,"exchange_req","primary_kin","EX"
"exsu009","EX",1,3,8,66,9,69,70,5,1999.6,399.92,0.6,0.2,0.333333333333333,0.121212121212121,0.0434782608695652,0.00869565217391304,0.111111111111111,0.0222222222222222,2.75,"exchange_req","primary_kin","EX"
"exsu010","EX",0,3,2,66,2,69,70,4,1860,465,0.75,0,0,0.0303030303030303,0.0434782608695652,0.0108695652173913,0,0,0,"exchange_req","primary_kin","EX"
"exsu011","EX",0,2,7,67,7,69,70,6,1969.2,328.2,0.333333333333333,0,0,0.104477611940299,0.0289855072463768,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu012","EX",0,1,5,68,5,69,70,4,1686.6,421.65,0.25,0,0,0.0735294117647059,0.0144927536231884,0.0036231884057971,0,0,0,"exchange_req","primary_kin","EX"
"exsu013","EX",0,2,6,67,6,69,70,7,4188,598.285714285714,0.285714285714286,0,0,0.0895522388059701,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu014","EX",1,4,6,65,7,69,70,7,2161,308.714285714286,0.571428571428571,0.142857142857143,0.25,0.0923076923076923,0.0579710144927536,0.0082815734989648,0.142857142857143,0.0204081632653061,2.70833333333333,"exchange_req","primary_kin","EX"
"exsu015","EX",0,1,6,68,6,69,70,4,407,101.75,0.25,0,0,0.0882352941176471,0.0144927536231884,0.0036231884057971,0,0,0,"exchange_req","primary_kin","EX"
"exsu016","EX",0,3,8,66,8,69,70,6,1607,267.833333333333,0.5,0,0,0.121212121212121,0.0434782608695652,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu017","EX",0,2,4,67,4,69,70,4,4368.2,1092.05,0.5,0,0,0.0597014925373134,0.0289855072463768,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu018","EX",0,3,4,66,4,69,70,3,3123,1041,1,0,0,0.0606060606060606,0.0434782608695652,0.0144927536231884,0,0,0,"exchange_req","primary_kin","EX"
"exsu019","EX",1,2,10,67,11,69,70,7,1626.6,232.371428571429,0.285714285714286,0.142857142857143,0.5,0.149253731343284,0.0289855072463768,0.0041407867494824,0.0909090909090909,0.012987012987013,3.35,"exchange_req","primary_kin","EX"
"exsu020","EX",0,3,6,66,6,69,70,5,3081,616.2,0.6,0,0,0.0909090909090909,0.0434782608695652,0.00869565217391304,0,0,0,"exchange_req","primary_kin","EX"
"exsu021","EX",0,3,7,66,7,69,70,5,2349.6,469.92,0.6,0,0,0.106060606060606,0.0434782608695652,0.00869565217391304,0,0,0,"exchange_req","primary_kin","EX"
"exsu022","EX",0,2,5,67,5,69,70,7,759,108.428571428571,0.285714285714286,0,0,0.0746268656716418,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu023","EX",0,1,3,68,3,69,70,6,1118,186.333333333333,0.166666666666667,0,0,0.0441176470588235,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu024","EX",0,1,4,68,4,69,70,6,1522,253.666666666667,0.166666666666667,0,0,0.0588235294117647,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu025","EX",1,6,6,63,7,69,70,6,4654.6,775.766666666667,1,0.166666666666667,0.166666666666667,0.0952380952380952,0.0869565217391304,0.0144927536231884,0.142857142857143,0.0238095238095238,1.75,"exchange_req","primary_kin","EX"
"exsu026","EX",0,1,10,68,10,69,70,6,1421.6,236.933333333333,0.166666666666667,0,0,0.147058823529412,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu027","EX",0,2,13,67,13,69,70,7,3225.6,460.8,0.285714285714286,0,0,0.194029850746269,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu028","EX",0,4,6,65,6,69,70,3,1498,499.333333333333,1.33333333333333,0,0,0.0923076923076923,0.0579710144927536,0.0193236714975845,0,0,0,"exchange_req","primary_kin","EX"
"exsu029","EX",0,1,4,68,4,69,70,5,1826.8,365.36,0.2,0,0,0.0588235294117647,0.0144927536231884,0.00289855072463768,0,0,0,"exchange_req","primary_kin","EX"
"exsu030","EX",0,1,5,68,5,69,70,6,3297,549.5,0.166666666666667,0,0,0.0735294117647059,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu031","EX",0,5,3,64,3,69,70,7,945.2,135.028571428571,0.714285714285714,0,0,0.046875,0.072463768115942,0.010351966873706,0,0,0,"exchange_req","primary_kin","EX"
"exsu032","EX",0,1,1,68,1,69,70,3,1461,487,0.333333333333333,0,0,0.0147058823529412,0.0144927536231884,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu033","EX",0,2,3,67,3,69,70,6,1781.2,296.866666666667,0.333333333333333,0,0,0.0447761194029851,0.0289855072463768,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu034","EX",0,3,6,66,6,69,70,4,2898.6,724.65,0.75,0,0,0.0909090909090909,0.0434782608695652,0.0108695652173913,0,0,0,"exchange_req","primary_kin","EX"
"exsu035","EX",0,2,10,67,10,69,70,7,1402.6,200.371428571429,0.285714285714286,0,0,0.149253731343284,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu036","EX",2,3,8,66,10,69,70,6,4938,823,0.5,0.333333333333333,0.666666666666667,0.121212121212121,0.0434782608695652,0.0072463768115942,0.2,0.0333333333333333,5.5,"exchange_req","primary_kin","EX"
"exsu037","EX",1,1,9,68,10,69,70,5,2089,417.8,0.2,0.2,1,0.132352941176471,0.0144927536231884,0.00289855072463768,0.1,0.02,7.55555555555556,"exchange_req","primary_kin","EX"
"exsu038","EX",0,4,10,65,10,69,70,6,2700.6,450.1,0.666666666666667,0,0,0.153846153846154,0.0579710144927536,0.00966183574879227,0,0,0,"exchange_req","primary_kin","EX"
"exsu039","EX",0,2,2,67,2,69,70,5,829.8,165.96,0.4,0,0,0.0298507462686567,0.0289855072463768,0.00579710144927536,0,0,0,"exchange_req","primary_kin","EX"
"exsu040","EX",0,1,5,68,5,69,70,7,4904,700.571428571429,0.142857142857143,0,0,0.0735294117647059,0.0144927536231884,0.0020703933747412,0,0,0,"exchange_req","primary_kin","EX"
"exsu041","EX",0,2,10,67,10,69,70,5,6487.8,1297.56,0.4,0,0,0.149253731343284,0.0289855072463768,0.00579710144927536,0,0,0,"exchange_req","primary_kin","EX"
"exsu042","EX",0,2,2,67,2,69,70,6,3818.6,636.433333333333,0.333333333333333,0,0,0.0298507462686567,0.0289855072463768,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu043","EX",0,2,0,67,0,69,70,3,2621,873.666666666667,0.666666666666667,0,0,0,0.0289855072463768,0.00966183574879227,NA,NA,NA,"exchange_req","primary_kin","EX"
"exsu044","EX",0,4,3,65,3,69,70,6,1032,172,0.666666666666667,0,0,0.0461538461538462,0.0579710144927536,0.00966183574879227,0,0,0,"exchange_req","primary_kin","EX"
"exsu045","EX",0,1,2,68,2,69,70,6,1933,322.166666666667,0.166666666666667,0,0,0.0294117647058824,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu046","EX",0,2,7,67,7,69,70,7,494,70.5714285714286,0.285714285714286,0,0,0.104477611940299,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu047","EX",0,3,4,66,4,69,70,3,943.2,314.4,1,0,0,0.0606060606060606,0.0434782608695652,0.0144927536231884,0,0,0,"exchange_req","primary_kin","EX"
"exsu048","EX",0,1,5,68,5,69,70,6,2850,475,0.166666666666667,0,0,0.0735294117647059,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu049","EX",0,2,5,67,5,69,70,4,1072,268,0.5,0,0,0.0746268656716418,0.0289855072463768,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu050","EX",0,2,3,67,3,69,70,4,572,143,0.5,0,0,0.0447761194029851,0.0289855072463768,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu051","EX",0,1,6,68,6,69,70,7,2877.6,411.085714285714,0.142857142857143,0,0,0.0882352941176471,0.0144927536231884,0.0020703933747412,0,0,0,"exchange_req","primary_kin","EX"
"exsu052","EX",0,1,7,68,7,69,70,7,2012,287.428571428571,0.142857142857143,0,0,0.102941176470588,0.0144927536231884,0.0020703933747412,0,0,0,"exchange_req","primary_kin","EX"
"exsu053","EX",0,1,10,68,10,69,70,6,6528.6,1088.1,0.166666666666667,0,0,0.147058823529412,0.0144927536231884,0.00241545893719807,0,0,0,"exchange_req","primary_kin","EX"
"exsu054","EX",0,2,9,67,9,69,70,6,1739.8,289.966666666667,0.333333333333333,0,0,0.134328358208955,0.0289855072463768,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu055","EX",0,0,6,69,6,69,70,3,3019.6,1006.53333333333,0,0,NA,0.0869565217391304,0,0,0,0,NA,"exchange_req","primary_kin","EX"
"exsu056","EX",0,3,7,66,7,69,70,5,2649,529.8,0.6,0,0,0.106060606060606,0.0434782608695652,0.00869565217391304,0,0,0,"exchange_req","primary_kin","EX"
"exsu057","EX",1,6,7,63,8,69,70,7,3864.6,552.085714285714,0.857142857142857,0.142857142857143,0.166666666666667,0.111111111111111,0.0869565217391304,0.0124223602484472,0.125,0.0178571428571429,1.5,"exchange_req","primary_kin","EX"
"exsu058","EX",0,1,7,68,7,69,70,5,938,187.6,0.2,0,0,0.102941176470588,0.0144927536231884,0.00289855072463768,0,0,0,"exchange_req","primary_kin","EX"
"exsu059","EX",0,2,2,67,2,69,70,3,4723.6,1574.53333333333,0.666666666666667,0,0,0.0298507462686567,0.0289855072463768,0.00966183574879227,0,0,0,"exchange_req","primary_kin","EX"
"exsu060","EX",0,2,4,67,4,69,70,5,3658.2,731.64,0.4,0,0,0.0597014925373134,0.0289855072463768,0.00579710144927536,0,0,0,"exchange_req","primary_kin","EX"
"exsu061","EX",0,1,1,68,1,69,70,7,1931.6,275.942857142857,0.142857142857143,0,0,0.0147058823529412,0.0144927536231884,0.0020703933747412,0,0,0,"exchange_req","primary_kin","EX"
"exsu062","EX",0,2,6,67,6,69,70,7,5784,826.285714285714,0.285714285714286,0,0,0.0895522388059701,0.0289855072463768,0.0041407867494824,0,0,0,"exchange_req","primary_kin","EX"
"exsu063","EX",0,1,9,68,9,69,70,4,4085.6,1021.4,0.25,0,0,0.132352941176471,0.0144927536231884,0.0036231884057971,0,0,0,"exchange_req","primary_kin","EX"
"exsu064","EX",0,2,10,67,10,69,70,6,2867.6,477.933333333333,0.333333333333333,0,0,0.149253731343284,0.0289855072463768,0.00483091787439614,0,0,0,"exchange_req","primary_kin","EX"
"exsu065","EX",0,3,7,66,7,69,70,5,2715.6,543.12,0.6,0,0,0.106060606060606,0.0434782608695652,0.00869565217391304,0,0,0,"exchange_req","primary_kin","EX"
"exsu066","EX",0,3,3,66,3,69,70,6,3046.6,507.766666666667,0.5,0,0,0.0454545454545455,0.0434782608695652,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu067","EX",1,3,8,66,9,69,70,4,1578,394.5,0.75,0.25,0.333333333333333,0.121212121212121,0.0434782608695652,0.0108695652173913,0.111111111111111,0.0277777777777778,2.75,"exchange_req","primary_kin","EX"
"exsu068","EX",0,3,3,66,3,69,70,3,3075,1025,1,0,0,0.0454545454545455,0.0434782608695652,0.0144927536231884,0,0,0,"exchange_req","primary_kin","EX"
"exsu069","EX",0,2,7,67,7,69,70,4,3305,826.25,0.5,0,0,0.104477611940299,0.0289855072463768,0.0072463768115942,0,0,0,"exchange_req","primary_kin","EX"
"exsu070","EX",0,3,1,66,1,69,70,3,2335.8,778.6,1,0,0,0.0151515151515152,0.0434782608695652,0.0144927536231884,0,0,0,"exchange_req","primary_kin","EX"
"sisu001","SI",0,1,5,38,5,39,40,7,6725.2,960.742857142857,0.142857142857143,0,0,0.131578947368421,0.0256410256410256,0.00366300366300366,0,0,0,"exchange_req","primary_kin","SI"
"sisu002","SI",1,2,10,37,11,39,40,6,4015.6,669.266666666667,0.333333333333333,0.166666666666667,0.5,0.27027027027027,0.0512820512820513,0.00854700854700855,0.0909090909090909,0.0151515151515152,1.85,"exchange_req","primary_kin","SI"
"sisu003","SI",0,4,4,35,4,39,40,3,3457.2,1152.4,1.33333333333333,0,0,0.114285714285714,0.102564102564103,0.0341880341880342,0,0,0,"exchange_req","primary_kin","SI"
"sisu004","SI",0,6,5,33,5,39,40,3,3015.8,1005.26666666667,2,0,0,0.151515151515152,0.153846153846154,0.0512820512820513,0,0,0,"exchange_req","primary_kin","SI"
"sisu005","SI",1,2,4,37,5,39,40,3,957.6,319.2,0.666666666666667,0.333333333333333,0.5,0.108108108108108,0.0512820512820513,0.0170940170940171,0.2,0.0666666666666667,4.625,"exchange_req","primary_kin","SI"
"sisu006","SI",0,2,6,37,6,39,40,3,1668,556,0.666666666666667,0,0,0.162162162162162,0.0512820512820513,0.0170940170940171,0,0,0,"exchange_req","primary_kin","SI"
"sisu007","SI",0,5,8,34,8,39,40,4,1634,408.5,1.25,0,0,0.235294117647059,0.128205128205128,0.032051282051282,0,0,0,"exchange_req","primary_kin","SI"
